"","datetime","city","country","shape"
"70572",0007-07-20,"new mexico (rural)",NA,"other"
"41757",NA,"new mexico (southern)",NA,"other"
"13180",0011-02-19,"new orleans","us","other"
"34300",0003-12-19,"new orleans","us","other"
"62858",NA,"new orleans","us","other"
"70654",0007-07-20,"new palestine","us","other"
"70657",0007-07-20,"new palestine","us","other"
"78695",NA,"new philadelphia","us","other"
"31643",NA,"new plymouth (new zealand)",NA,"other"
"13344",0011-02-20,"new port richey","us","other"
"18242",0011-09-20,"new port richey","us","other"
"20718",NA,"new port richey","us","other"
"74930",NA,"new port richey","us","other"
"81990",0009-12-20,"new port richey","us","other"
"72917",NA,"new riegel","us","other"
"4212",NA,"new river","us","other"
"56745",NA,"new ross","us","other"
"2623",NA,"new salisbury","us","other"
"71837",0008-11-20,"new waverly","us","other"
"44645",0004-04-20,"new westminster (canada)","ca","other"
"44661",0004-04-20,"new westminster (canada)","ca","other"
"72624",0008-12-20,"new westminster (canada)","ca","other"
"5850",NA,"new wimington",NA,"other"
"51716",0006-10-19,"new york","us","other"
"4088",0010-02-20,"new york city","us","other"
"12721",0001-01-20,"new york city","us","other"
"41923",NA,"new york city","us","other"
"44753",0004-04-20,"new york city","us","other"
"53592",0006-12-20,"new york city","us","other"
"68582",0007-04-19,"new york city","us","other"
"79938",0008-07-19,"new york city","us","other"
"81257",0009-11-20,"new york city","us","other"
"88208",0009-06-20,"new york city","us","other"
"20973",NA,"new york city (astoria; queens)","us","other"
"28774",0002-01-20,"new york city (bronx)","us","other"
"30953",0002-02-19,"new york city (bronx)","us","other"
"35963",NA,"new york city (bronx)","us","other"
"46131",0005-01-19,"new york city (bronx)","us","other"
"62906",NA,"new york city (bronx)","us","other"
"65903",NA,"new york city (bronx)","us","other"
"77056",NA,"new york city (bronx)","us","other"
"7022",0010-04-20,"new york city (brooklyn)","us","other"
"19518",0012-01-20,"new york city (brooklyn)","us","other"
"43354",NA,"new york city (brooklyn)","us","other"
"45027",0004-06-20,"new york city (brooklyn)","us","other"
"47018",NA,"new york city (brooklyn)","us","other"
"56955",NA,"new york city (brooklyn)","us","other"
"63362",NA,"new york city (brooklyn)","us","other"
"65516",0007-02-20,"new york city (brooklyn)","us","other"
"66097",NA,"new york city (brooklyn)","us","other"
"78218",NA,"new york city (brooklyn)","us","other"
"81103",0009-11-20,"new york city (brooklyn)","us","other"
"57005",NA,"new york city (far rockaway) (queens)","us","other"
"17764",0011-08-20,"new york city (jamaica area)","us","other"
"530",0010-01-19,"new york city (manhattan)","us","other"
"4046",0010-02-20,"new york city (manhattan)","us","other"
"15685",NA,"new york city (manhattan)","us","other"
"34215",0003-01-20,"new york city (manhattan)","us","other"
"51792",0006-10-20,"new york city (manhattan)","us","other"
"53338",0006-01-20,"new york city (manhattan)","us","other"
"87253",NA,"new york city (manhattan)","us","other"
"46132",0005-01-19,"new york city (p. s. 54)","us","other"
"8329",0001-10-20,"new york city (staten island)","us","other"
"40130",0004-01-19,"new york city (staten island)","us","other"
"81112",0009-11-20,"new york city (world trade center)","us","other"
"58944",NA,"new york city (yonkers)","us","other"
"76139",0008-02-20,"new zealand",NA,"other"
"51724",0006-10-19,"newalla (canada)","us","other"
"19058",0012-11-20,"newark","us","other"
"30698",NA,"newark","us","other"
"31811",NA,"newark","us","other"
"43177",NA,"newark","us","other"
"56622",0006-02-20,"newark","us","other"
"64611",NA,"newark to san leandro",NA,"other"
"9089",0011-01-19,"newberg","us","other"
"35889",NA,"newberg","us","other"
"53854",NA,"newberg","us","other"
"72170",0008-01-19,"newberg","us","other"
"19420",NA,"newburgh","us","other"
"37611",NA,"newburgh","us","other"
"54132",NA,"newburgh/village of vails gate",NA,"other"
"67536",NA,"newburyport","us","other"
"48184",NA,"newcastle-upon-tyne (uk/england)",NA,"other"
"12431",0001-01-20,"newcastle (uk/england)","gb","other"
"3443",NA,"newfoundland","us","other"
"17773",0011-08-20,"newington","us","other"
"23855",NA,"newman lake","us","other"
"13067",NA,"newmarket (uk/england)","gb","other"
"17351",0011-07-20,"newport","us","other"
"39644",0004-10-19,"newport","us","other"
"44840",0004-05-20,"newport","us","other"
"21837",0012-02-20,"newport beach","us","other"
"64738",NA,"newport beach","us","other"
"9131",0011-01-20,"newport news","us","other"
"18732",0012-10-19,"newport news","us","other"
"57633",NA,"newport news","us","other"
"79494",0008-05-20,"newton","us","other"
"20212",NA,"newton centre",NA,"other"
"9033",0001-11-19,"newtown (uk/wales)","gb","other"
"49266",NA,"newtown square","us","other"
"40255",0004-01-20,"niagara falls (canada)","ca","other"
"61608",0007-01-19,"niagara falls (canada)","ca","other"
"81906",0009-12-19,"nice (france)",NA,"other"
"76748",NA,"niceville","us","other"
"51350",0005-08-19,"nikiski","us","other"
"58826",NA,"nile river (egypt)",NA,"other"
"17796",0011-08-20,"niles","us","other"
"19416",0012-01-20,"niles","us","other"
"43558",NA,"niles","us","other"
"27682",0001-06-20,"nipomo","us","other"
"25545",0012-06-20,"nis (serbia)",NA,"other"
"48719",NA,"nis (yugoslavia)",NA,"other"
"16233",0011-04-20,"niskayuna","us","other"
"78412",NA,"nisswa","us","other"
"79719",0008-06-20,"nj turnpike",NA,"other"
"8868",0011-11-20,"noblesville","us","other"
"16840",0011-05-20,"noblesville","us","other"
"42687",0004-02-20,"nokomis","us","other"
"59039",NA,"nokomis","us","other"
"7371",0010-06-20,"none",NA,"other"
"58916",NA,"none",NA,"other"
"71271",0008-10-19,"none (in countryside) (canada)",NA,"other"
"33924",0003-11-20,"noordhoek&#44 cape town (south africa)",NA,"other"
"43064",NA,"norcoss",NA,"other"
"87337",NA,"norcross","us","other"
"48167",NA,"norfolk","us","other"
"53495",0006-12-20,"norfolk","us","other"
"44073",NA,"norfork","us","other"
"7399",0010-06-20,"normal","us","other"
"51794",0006-10-20,"normal","us","other"
"61794",0007-01-20,"normal","us","other"
"16603",0011-05-20,"norman","us","other"
"5991",NA,"norridgewock","us","other"
"35659",NA,"north andover","us","other"
"72710",0008-12-20,"north attleboro","us","other"
"13986",NA,"north babylon","us","other"
"79176",0008-04-20,"north bay (canada)","ca","other"
"80382",0008-08-20,"north bay (canada)","ca","other"
"32012",NA,"north beach","us","other"
"36054",NA,"north bend","us","other"
"62905",NA,"north bend","us","other"
"13990",NA,"north bergen","us","other"
"15545",0011-03-20,"north bergen","us","other"
"76072",NA,"north berwick","us","other"
"86185",NA,"north brunswick",NA,"other"
"21295",0001-02-20,"north canton","us","other"
"60772",0006-09-20,"north carolina (location unspecified)",NA,"other"
"76188",0008-02-20,"north charleston","us","other"
"48722",NA,"north conway","us","other"
"15555",NA,"north dakota (over&#44 inflight)",NA,"other"
"84767",NA,"north dartmouth","us","other"
"64279",NA,"north dayton","us","other"
"58922",NA,"north fork","us","other"
"46174",0005-01-19,"north kansas city","us","other"
"30821",NA,"north kingstown","us","other"
"63567",NA,"north kingstown","us","other"
"10959",NA,"north las vegas","us","other"
"54537",NA,"north lauderdale","us","other"
"58834",NA,"north lauderdale","us","other"
"23006",NA,"north little rock","us","other"
"14821",NA,"north miami","us","other"
"67392",NA,"north miami","us","other"
"163",0010-10-20,"north miami beach","us","other"
"28351",0001-09-20,"north miami beach","us","other"
"72062",0008-01-19,"north miami beach","us","other"
"15368",NA,"north palm beach","us","other"
"10347",NA,"north platte","us","other"
"77095",NA,"north platte","us","other"
"8569",0011-10-20,"north pole","us","other"
"32919",0002-06-20,"north pole","us","other"
"3353",NA,"north port","us","other"
"24229",NA,"north seattle",NA,"other"
"15016",NA,"north smithfield","us","other"
"24683",0012-04-20,"north tonawanda","us","other"
"49689",NA,"north tonawanda","us","other"
"37178",NA,"north webster","us","other"
"87838",0009-04-20,"north webster","us","other"
"14638",NA,"northampton","us","other"
"71541",0008-10-20,"northampton","us","other"
"33695",0003-10-20,"northamptonshire (uk/england)","gb","other"
"8445",0011-10-19,"northeast cape afs&#44 st lawrence island&#44",NA,"other"
"81550",0009-01-19,"northern california (16&#44500 ft over sierra mountains)",NA,"other"
"32891",0002-06-19,"northern canada",NA,"other"
"69337",0007-04-20,"northglenn","us","other"
"1790",NA,"northwich (uk/england)","gb","other"
"10906",NA,"norwalk","us","other"
"40881",NA,"norwalk","us","other"
"47938",NA,"norwalk","us","other"
"56963",NA,"norwalk","us","other"
"57324",NA,"norwalk","us","other"
"35433",NA,"norwich","us","other"
"29962",NA,"norwich (uk/england)","gb","other"
"27045",0001-03-20,"norwood","us","other"
"36119",NA,"not sure",NA,"other"
"65199",NA,"nothridge",NA,"other"
"16215",0011-04-20,"notre-dame-de l&#39ile-perrot (canada)",NA,"other"
"70861",0007-08-20,"nottingham (uk/england)","gb","other"
"77904",NA,"nottingham (uk/england)","gb","other"
"80292",0008-08-20,"nottingham (uk/england)","gb","other"
"62355",NA,"nova gorica (slovenia)",NA,"other"
"29699",NA,"novato","us","other"
"38524",0003-04-19,"novato","us","other"
"85059",0009-02-20,"novato","us","other"
"11001",NA,"nv/ca state line (near; above the i-15)",NA,"other"
"5187",NA,"o&#39fallon","us","other"
"61072",0007-10-20,"o&#39fallon","us","other"
"78092",NA,"o&#39fallon","us","other"
"4621",NA,"oak forest","us","other"
"87591",0009-03-20,"oak forest","us","other"
"62551",NA,"oak grove","us","other"
"38800",0003-05-20,"oak harbor","us","other"
"81436",0009-01-19,"oak harbor","us","other"
"64552",NA,"oak island","us","other"
"79534",0008-05-20,"oak island","us","other"
"40326",0004-12-19,"oak lawn","us","other"
"33180",0002-07-20,"oak park","us","other"
"57538",NA,"oak park","us","other"
"46108",0005-01-19,"oak ridge (drive)","us","other"
"7406",0010-06-20,"oakland","us","other"
"88255",0009-06-20,"oakley","us","other"
"34198",0003-01-20,"oakville","us","other"
"17827",NA,"oakwood","us","other"
"38430",0003-03-20,"oakwood","us","other"
"884",0010-01-20,"obrien",NA,"other"
"18606",NA,"ocean city","us","other"
"25639",0012-06-20,"ocean city","us","other"
"64880",NA,"ocean city","us","other"
"71250",0007-09-20,"ocean city","us","other"
"74198",NA,"ocean city","us","other"
"11958",NA,"ocean view","us","other"
"80009",0008-07-20,"oceangate/seaside heights",NA,"other"
"22598",NA,"oceanside","us","other"
"42325",NA,"oceanside","us","other"
"48545",0005-02-19,"oceanside","us","other"
"48546",0005-02-19,"oceanside","us","other"
"52894",0006-01-19,"oceanside","us","other"
"88374",0009-07-19,"ocoee&#44 fl but reported on radio as far south as lake wales&#44",NA,"other"
"78339",NA,"ocracoke","us","other"
"60570",0006-08-20,"ocracoke (on ferryboat)","us","other"
"51995",0006-11-20,"ocracoke island",NA,"other"
"57567",NA,"ocracoke island",NA,"other"
"65558",0007-02-20,"odell","us","other"
"52240",0006-01-19,"odessa","us","other"
"82233",NA,"odessa","us","other"
"65690",NA,"ogallala","us","other"
"68526",0007-04-19,"ogallala","us","other"
"59880",0006-05-20,"ogden","us","other"
"78712",NA,"ohio (eastern)",NA,"other"
"71999",0008-01-19,"ohio (northwest)",NA,"other"
"73264",NA,"ojai","us","other"
"36553",0003-02-20,"okeechobee","us","other"
"11540",NA,"okemos","us","other"
"15698",0011-03-20,"oklahoma city","us","other"
"16436",0011-05-20,"oklahoma city","us","other"
"19715",0012-12-20,"oklahoma city","us","other"
"27792",0001-07-19,"oklahoma city","us","other"
"66392",NA,"oklahoma city (tinker afb)","us","other"
"2408",NA,"olathe","us","other"
"19247",0012-01-20,"olathe","us","other"
"30623",NA,"olathe","us","other"
"43285",NA,"olathe","us","other"
"59759",0006-05-20,"olathe","us","other"
"70728",0007-07-20,"olathe","us","other"
"71890",0008-11-20,"old lyme","us","other"
"8273",0001-10-20,"old town","us","other"
"53202",0006-01-20,"oldbridge",NA,"other"
"85612",NA,"oldham&#44 gtr&#44 manchester (uk/england)",NA,"other"
"3260",NA,"olive branch","us","other"
"67758",NA,"olso (norway)",NA,"other"
"5795",NA,"olympia","us","other"
"13021",NA,"olympia","us","other"
"21325",0001-02-20,"olympia","us","other"
"26002",0012-07-20,"olympia","us","other"
"43147",NA,"olympia","us","other"
"55153",NA,"olympia","us","other"
"71181",0007-09-20,"olympia","us","other"
"64199",NA,"olyphant","us","other"
"5981",NA,"omaha","us","other"
"11112",NA,"omaha","us","other"
"12033",0001-01-19,"omaha","us","other"
"13368",0011-02-20,"omaha","us","other"
"15795",0011-03-20,"omaha","us","other"
"48104",NA,"omaha","us","other"
"80238",0008-08-19,"omaha","us","other"
"54755",NA,"on highway; location unknown",NA,"other"
"54503",NA,"ontario","us","other"
"60412",0006-07-20,"ontario","us","other"
"45547",0004-09-20,"ontario (canada)",NA,"other"
"54946",NA,"ontario (canada)",NA,"other"
"801",0010-01-20,"oologah","us","other"
"52183",0006-01-19,"opa locka",NA,"other"
"29355",NA,"oradell","us","other"
"51187",0005-07-20,"oran (ain-el-turck) (algeria)",NA,"other"
"6762",0010-03-20,"orange","us","other"
"59135",NA,"orange","us","other"
"62788",NA,"orange","us","other"
"64504",NA,"orange","us","other"
"42812",NA,"orange county (location unspecified)","us","other"
"23643",NA,"orange heights (near)","us","other"
"743",0010-01-20,"orange park","us","other"
"10194",NA,"orchard park","us","other"
"74110",NA,"orchard park","us","other"
"81594",0009-01-20,"orchard park","us","other"
"83379",NA,"orchard park","us","other"
"88667",0009-08-20,"orchard park","us","other"
"9626",0011-12-20,"orcutt","us","other"
"76210",0008-02-20,"oregon city","us","other"
"61855",0007-01-20,"oregon coastline",NA,"other"
"61540",0007-01-19,"oreland","us","other"
"71733",0008-11-20,"orem","us","other"
"84951",0009-02-20,"orem","us","other"
"60630",0006-08-20,"orland park","us","other"
"87278",NA,"orland park","us","other"
"784",0010-01-20,"orlando","us","other"
"3061",NA,"orlando","us","other"
"3390",NA,"orlando","us","other"
"4402",NA,"orlando","us","other"
"13706",NA,"orlando","us","other"
"25333",NA,"orlando","us","other"
"41134",NA,"orlando","us","other"
"43702",NA,"orlando","us","other"
"49157",NA,"orlando","us","other"
"50763",0005-05-19,"orlando","us","other"
"57564",NA,"orlando","us","other"
"70951",0007-08-20,"orlando","us","other"
"85490",NA,"orlando","us","other"
"65134",NA,"orleans","us","other"
"11691",NA,"orpington (uk/england)","gb","other"
"20081",NA,"orrville","us","other"
"48974",NA,"orting","us","other"
"57587",NA,"orting","us","other"
"11451",NA,"osage city","us","other"
"2033",NA,"osawatomie","us","other"
"32562",0002-04-20,"osceola","us","other"
"58895",NA,"osceola county","us","other"
"20610",NA,"osgood&#44 pierceville&#44 milan",NA,"other"
"46334",0005-01-20,"oshawa (canada)","ca","other"
"39818",0004-10-20,"oshkosh","us","other"
"88630",0009-08-20,"oskaloosa","us","other"
"39934",0004-11-20,"oslo (norway)",NA,"other"
"66591",NA,"osprey","us","other"
"64601",NA,"ossining","us","other"
"1636",NA,"otis","us","other"
"70887",0007-08-20,"otis","us","other"
"43632",NA,"otis afb",NA,"other"
"31178",NA,"ottawa","us","other"
"48429",NA,"ottawa (canada)","ca","other"
"59503",0006-03-20,"ottawa (canada)","ca","other"
"75096",NA,"ottawa (canada)","ca","other"
"75287",NA,"ottawa (canada)","ca","other"
"31157",NA,"otway","us","other"
"13899",NA,"oud-heverlee (belgium)",NA,"other"
"79209",0008-04-20,"ouray","us","other"
"15751",0011-03-20,"over many",NA,"other"
"37495",NA,"overbrook","us","other"
"11823",NA,"overland park","us","other"
"20107",NA,"overland park","us","other"
"71589",0008-10-20,"overland park","us","other"
"52582",0006-01-19,"overton","us","other"
"44464",0004-03-20,"owasso","us","other"
"16379",NA,"owings mills","us","other"
"25873",NA,"oxford","us","other"
"54226",NA,"oxford","us","other"
"4808",NA,"oxford/hamilton",NA,"other"
"16551",0011-05-20,"oxnard","us","other"
"31629",NA,"oxnard","us","other"
"41840",NA,"oxnard","us","other"
"49665",NA,"oxnard","us","other"
"68953",0007-04-20,"oxnard","us","other"
"2410",NA,"ozark","us","other"
"86606",NA,"pace","us","other"
